title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year
Ferrari,6.4,1162,95000000,39220516,tt3758542,365620,"['History', 'Drama']",2023
Fifty Shades Darker,6.476,7826,55000000,381545846,tt4465564,341174,"['Drama', 'Romance']",2017
Fifty Shades Freed,6.682,8233,55000000,371985018,tt4477536,337167,"['Drama', 'Romance']",2018
Fifty Shades of Grey,5.879,12163,40000000,569651467,tt2322441,216015,"['Drama', 'Romance', 'Thriller']",2015
Finch,7.823,3774,2500000,0,tt3420504,522402,"['Science Fiction', 'Drama', 'Adventure']",2021
Finding Dory,7.04,12427,200000000,1029266989,tt2277860,127380,"['Adventure', 'Animation', 'Comedy', 'Family']",2016
First Man,7.042,5477,70000000,105713218,tt1213641,369972,"['History', 'Drama']",2018
Five Feet Apart,8.2,5802,7000000,92600000,tt6472976,527641,"['Romance', 'Drama']",2019
Five Nights at Freddy's,7.4,4619,20000000,297144130,tt4589218,507089,"['Horror', 'Thriller']",2023
Flow,8.129,2440,3700000,17660107,tt4772188,823219,"['Animation', 'Adventure', 'Fantasy', 'Family']",2024
Fly Me to the Moon,6.806,1028,100000000,42260534,tt1896747,956842,"['Romance', 'Comedy']",2024
Focus,6.871,8097,50100000,153962963,tt2381941,256591,"['Romance', 'Comedy', 'Crime']",2015
Ford v Ferrari,8.007,8589,97600000,225508210,tt1950186,359724,"['Drama', 'Action', 'History']",2019
Fractured,6.748,2758,0,0,tt4332232,568091,"['Thriller', 'Drama']",2019
Freaky,6.558,1743,5000000,15100000,tt10919380,551804,"['Horror', 'Comedy']",2020
Free Guy,7.463,9379,110000000,331526598,tt6264654,550988,"['Comedy', 'Adventure', 'Science Fiction']",2021
Fresh,6.973,1775,0,0,tt13403046,787752,"['Horror', 'Thriller']",2022
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",2019
Furiosa: A Mad Max Saga,7.459,4490,168000000,174287546,tt12037194,786892,"['Action', 'Science Fiction', 'Adventure']",2024
Furious 7,7.223,11017,190000000,1515400000,tt2820852,168259,"['Action', 'Crime', 'Thriller']",2015
Gabriel's Inferno,8.403,2437,0,0,tt11316854,696374,"['Romance', 'Drama']",2020
Gabriel's Inferno: Part II,8.369,1534,0,0,tt13535454,724089,"['Romance', 'Drama']",2020
Game Night,6.846,6070,37000000,117501013,tt2704998,445571,"['Mystery', 'Comedy', 'Crime']",2018
Gemini Man,6.274,5309,140000000,173469516,tt1025100,453405,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",2019
Geostorm,6.1,5003,120000000,221600160,tt1981128,274855,"['Action', 'Science Fiction', 'Thriller']",2017
Gerald's Game,6.402,3820,0,0,tt3748172,343674,"['Horror', 'Thriller']",2017
Get Hard,6.024,2807,40000000,111800000,tt2561572,257091,['Comedy'],2015
Get Out,7.621,18291,4500000,255407969,tt5052448,419430,"['Mystery', 'Thriller', 'Horror']",2017
Ghost in the Shell,6.103,8348,110000000,169801921,tt1219827,315837,"['Science Fiction', 'Drama', 'Action']",2017
Ghostbusters,5.3,6635,144000000,229147509,tt1289401,43074,"['Action', 'Fantasy', 'Comedy']",2016
Ghostbusters: Afterlife,7.3,4942,75000000,204334455,tt4513678,425909,"['Fantasy', 'Comedy', 'Adventure', 'Science Fiction']",2021
Ghostbusters: Frozen Empire,6.482,1969,100000000,201967521,tt21235248,967847,"['Fantasy', 'Adventure', 'Comedy']",2024
Ghosted,6.916,2040,40000000,0,tt15326988,868759,"['Action', 'Comedy', 'Romance']",2023
Ghostland,7.387,2567,0,0,tt6195094,476299,"['Horror', 'Mystery', 'Thriller']",2018
Gifted,8.0,5790,7000000,40300000,tt4481414,400928,"['Drama', 'Comedy']",2017
Gladiator II,6.653,3991,310000000,462180717,tt9218128,558449,"['Action', 'Adventure', 'Drama']",2024
Glass,6.664,8837,20000000,246999039,tt6823368,450465,"['Thriller', 'Drama', 'Science Fiction']",2019
Glass Onion: A Knives Out Mystery,7.037,6179,40000000,15000000,tt11564570,661374,"['Comedy', 'Crime', 'Mystery']",2022
Gods of Egypt,5.686,4222,140000000,150680864,tt2404233,205584,"['Action', 'Adventure', 'Fantasy']",2016
Godzilla Minus One,7.592,2871,15000000,113676322,tt23289160,940721,"['Science Fiction', 'Horror', 'Action']",2023
Godzilla vs. Kong,7.558,10373,200000000,470116094,tt5034838,399566,"['Action', 'Science Fiction', 'Adventure']",2021
Godzilla x Kong: The New Empire,7.1,4394,150000000,571750016,tt14539740,823464,"['Action', 'Adventure', 'Science Fiction']",2024
Godzilla: King of the Monsters,6.695,6469,170000000,387300138,tt3741700,373571,"['Science Fiction', 'Action']",2019
Going in Style,6.691,2926,25000000,84618541,tt2568862,353070,"['Crime', 'Comedy']",2017
Good Time,7.2,2993,2000000,3283369,tt4846232,429200,"['Crime', 'Thriller', 'Drama']",2017
Goosebumps,6.3,3897,58000000,158261424,tt1051904,257445,"['Adventure', 'Horror', 'Comedy']",2015
Gran Turismo,7.739,3154,60000000,121700000,tt4495098,980489,"['Adventure', 'Action', 'Drama']",2023
Green Book,8.224,12370,23000000,321752656,tt6966692,490132,"['Drama', 'Comedy', 'History']",2018
Green Room,6.726,2838,5000000,3800000,tt4062536,313922,"['Horror', 'Crime', 'Thriller']",2016
Greenland,7.125,4828,34000000,52300000,tt7737786,524047,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",2020
Gretel & Hansel,5.999,1507,5000000,22304357,tt9086228,542224,"['Horror', 'Fantasy']",2020
Greyhound,7.417,3151,50300000,0,tt6048922,516486,"['War', 'Action', 'Drama']",2020
Guardians of the Galaxy Vol. 2,7.611,22403,200000000,863756051,tt3896198,283995,"['Science Fiction', 'Adventure', 'Action']",2017
Guardians of the Galaxy Vol. 3,7.932,7783,250000000,845550000,tt6791350,447365,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",2023
Guillermo del Toro's Pinocchio,8.042,3174,35000000,0,tt1488589,555604,"['Animation', 'Fantasy', 'Adventure', 'Drama']",2022
Guns Akimbo,6.432,2453,15000000,835102,tt6902676,457335,"['Action', 'Comedy', 'Crime', 'Thriller']",2020
Guy Ritchie's The Covenant,7.73,2938,55000000,21948551,tt4873118,882569,"['War', 'Action', 'Thriller']",2023
Hacksaw Ridge,8.191,14416,40000000,175302354,tt2119532,324786,"['Drama', 'History', 'War']",2016
"Hail, Caesar!",5.931,3905,22000000,63647656,tt0475290,270487,"['Comedy', 'Crime', 'Drama', 'Mystery']",2016
Halloween,6.566,4932,10000000,259939869,tt1502407,424139,"['Horror', 'Thriller']",2018
Halloween Ends,6.066,1920,33000000,104374176,tt10665342,616820,"['Horror', 'Thriller']",2022
Halloween Kills,6.432,2815,20000000,133423964,tt10665338,610253,"['Horror', 'Thriller']",2021
Happiest Season,7.127,1271,0,1401954,tt8522006,520172,"['Romance', 'Comedy']",2020
Happy Death Day,6.662,6408,4800000,125479266,tt5308322,440021,"['Comedy', 'Horror', 'Mystery']",2017
Happy Death Day 2U,6.326,3548,9000000,64600152,tt8155288,512196,"['Comedy', 'Horror', 'Science Fiction']",2019
Hardcore Henry,6.393,2549,2000000,16810562,tt3072482,325348,"['Action', 'Adventure', 'Science Fiction']",2015
Harry Potter 20th Anniversary: Return to Hogwarts,7.306,3452,0,0,tt16116174,899082,['Documentary'],2022
Haunted Mansion,6.439,1169,157800000,117449790,tt1695843,616747,"['Comedy', 'Drama', 'Fantasy']",2023
He's All That,6.493,1444,0,0,tt4590256,347626,"['Comedy', 'Romance']",2021
Heart of Stone,6.758,1820,0,0,tt13603966,724209,"['Thriller', 'Action']",2023
Hell or High Water,7.302,4685,12000000,37600000,tt2582782,338766,"['Western', 'Crime', 'Drama']",2016
Hellboy,5.578,3595,50000000,55065289,tt2274648,456740,"['Fantasy', 'Horror', 'Action', 'Adventure']",2019
Hereditary,7.3,8224,10000000,87796204,tt7784604,493922,"['Horror', 'Mystery', 'Thriller']",2018
Heretic,6.974,2281,10000000,51913394,tt28015403,1138194,"['Horror', 'Thriller']",2024
Hidden Figures,8.05,10162,25000000,235957472,tt4846340,381284,"['Drama', 'History']",2016
His House,6.415,1177,0,0,tt8508734,575774,"['Drama', 'Horror']",2020
Hit Man,6.794,1434,8800000,5101673,tt20215968,974635,"['Comedy', 'Romance', 'Crime']",2024
Hitman's Wife's Bodyguard,6.663,2455,70000000,70060492,tt8385148,522931,"['Action', 'Comedy', 'Crime', 'Thriller']",2021
Hitman: Agent 47,5.886,3176,35000000,81967450,tt2679042,249070,"['Action', 'Crime', 'Thriller']",2015
Hocus Pocus 2,7.2,1773,30000000,0,tt11909878,642885,"['Fantasy', 'Comedy', 'Family']",2022
Holidate,6.985,2280,0,0,tt9866072,615665,"['Comedy', 'Romance']",2020
Home,6.789,4125,135000000,368871007,tt2224026,228161,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",2015
Honest Thief,6.484,1821,0,31220247,tt1838556,553604,"['Thriller', 'Action', 'Crime']",2020
Hostiles,6.941,2425,55000000,36976336,tt5478478,384680,"['Drama', 'Western', 'History', 'Adventure']",2017
Hotel Transylvania 2,6.8,5969,80000000,473200000,tt2510894,159824,"['Animation', 'Comedy', 'Family', 'Fantasy']",2015
Hotel Transylvania 3: Summer Vacation,6.853,4605,80000000,528600000,tt5220122,400155,"['Animation', 'Comedy', 'Family', 'Fantasy']",2018
Hotel Transylvania: Transformania,7.051,2937,75000000,18500000,tt9848626,585083,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",2022
House of Gucci,6.575,3307,75000000,153235995,tt11214590,644495,"['Drama', 'Crime', 'History']",2021
How to Be Single,6.255,3281,38000000,112343513,tt1292566,259694,"['Comedy', 'Romance']",2016
How to Train Your Dragon: The Hidden World,7.748,6857,129000000,539987993,tt2386490,166428,"['Animation', 'Family', 'Adventure']",2019
Hubie Halloween,5.913,1721,14000000,0,tt10682266,617505,"['Comedy', 'Mystery', 'Horror']",2020
Hunter Killer,6.897,2286,40000000,31672678,tt1846589,399402,"['Action', 'Adventure', 'Thriller']",2018
Hush,6.729,4724,1000000,0,tt5022702,376570,"['Horror', 'Thriller']",2016
Hustle,7.719,2709,21000000,0,tt8009428,705861,"['Drama', 'Comedy']",2022
Hustlers,6.5,3028,20000000,157563598,tt5503686,540901,"['Drama', 'Comedy', 'Crime']",2019
Hypnotic,6.206,1379,70000000,16014123,tt8080204,536437,"['Mystery', 'Science Fiction', 'Thriller', 'Action', 'Drama']",2023
I Am Mother,6.706,2701,0,643593,tt6292852,505948,"['Science Fiction', 'Thriller']",2019
I Care a Lot,6.6,2861,0,0,tt9893250,601666,"['Crime', 'Thriller', 'Drama', 'Comedy']",2021
I Still Believe,7.6,1206,12000000,16069730,tt9779516,585244,"['Music', 'Drama', 'Romance']",2020
I'm Still Here,7.939,862,1480000,36109482,tt14961016,1000837,"['Drama', 'History']",2024
I'm Thinking of Ending Things,6.572,2081,0,0,tt7939766,500840,"['Mystery', 'Thriller', 'Horror']",2020
"I, Tonya",7.475,6017,11000000,53900000,tt5580036,389015,"['Drama', 'Comedy']",2017
IF,7.018,1460,110000000,190309707,tt11152168,639720,"['Comedy', 'Fantasy', 'Family']",2024
Ice Age: Collision Course,6.1,4762,105000000,408579038,tt3416828,278154,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",2016
Immaculate,6.224,1511,9000000,35340015,tt23137390,1041613,"['Horror', 'Mystery', 'Thriller']",2024
In the Heart of the Sea,6.755,4246,100000000,93900000,tt1390411,205775,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",2015
In the Tall Grass,5.542,2313,0,0,tt4687108,523139,"['Horror', 'Drama', 'Thriller']",2019
Incredibles 2,7.456,13352,200000000,1243225667,tt3606756,260513,"['Action', 'Adventure', 'Animation', 'Family']",2018
Independence Day: Resurgence,5.35,6278,165000000,389681935,tt1628841,47933,"['Action', 'Adventure', 'Science Fiction']",2016
Indiana Jones and the Dial of Destiny,6.531,3861,294700000,383963057,tt1462764,335977,"['Adventure', 'Action']",2023
Inferno,6.085,6472,75000000,220021259,tt3062096,207932,"['Mystery', 'Thriller', 'Action']",2016
Infinite,6.59,2022,0,0,tt6654210,581726,"['Science Fiction', 'Action', 'Adventure']",2021
Inside Out,7.9,22923,175000000,857611174,tt2096673,150540,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",2015
Inside Out 2,7.551,6247,200000000,1698863816,tt22022452,1022789,"['Animation', 'Adventure', 'Comedy', 'Family']",2024
Insidious: Chapter 3,6.283,3502,10000000,120453155,tt3195644,280092,"['Horror', 'Thriller']",2015
Insidious: The Last Key,6.254,3045,10000000,172811971,tt5726086,406563,"['Horror', 'Thriller']",2018
Insidious: The Red Door,6.534,1871,16000000,189086877,tt13405778,614479,"['Horror', 'Thriller']",2023
Instant Family,7.507,3125,48000000,121000000,tt7401588,491418,"['Comedy', 'Drama']",2018
Insurgent,6.364,10237,110000000,297002527,tt2908446,262500,"['Action', 'Science Fiction', 'Thriller']",2015
Irrational Man,6.526,2426,11000000,27391084,tt3715320,282984,"['Drama', 'Comedy']",2015
Isle of Dogs,7.843,5188,62770198,64337744,tt5104604,399174,"['Adventure', 'Comedy', 'Animation']",2018
Isn't It Romantic,6.204,3537,31000000,48800000,tt2452244,449563,"['Comedy', 'Fantasy', 'Romance']",2019
It,7.238,19801,35000000,704242888,tt1396484,346364,"['Horror', 'Thriller']",2017
It Chapter Two,6.838,9237,79000000,473123154,tt7349950,474350,"['Horror', 'Thriller']",2019
It Comes at Night,5.863,2542,5000000,19280931,tt4695012,418078,"['Drama', 'Horror', 'Mystery']",2017
It Ends with Us,6.971,1754,25000000,350993761,tt10655524,1079091,"['Drama', 'Romance']",2024
It Follows,6.59,6690,2300000,23374076,tt3235888,270303,"['Horror', 'Mystery']",2015
Jack Reacher: Never Go Back,5.992,5132,60000000,162100000,tt3393786,343611,"['Action', 'Drama', 'Thriller', 'Crime']",2016
Jarhead: Law of Return,6.5,3354,0,0,tt10767720,635744,['War'],2019
Jason Bourne,6.4,5987,120000000,415484914,tt4196776,324668,"['Action', 'Adventure', 'Thriller']",2016
Jigsaw,6.218,3843,10000000,104223315,tt3348730,298250,"['Horror', 'Mystery']",2017
John Wick: Chapter 2,7.339,13784,40000000,171539887,tt4425200,324552,"['Action', 'Thriller', 'Crime']",2017
John Wick: Chapter 3 - Parabellum,7.444,11311,55000000,326709727,tt6146586,458156,"['Action', 'Thriller', 'Crime']",2019
John Wick: Chapter 4,7.716,7477,100000000,440157245,tt10366206,603692,"['Action', 'Thriller', 'Crime']",2023
Johnny English Strikes Again,6.262,2638,25000000,158972570,tt6921996,463272,"['Action', 'Adventure', 'Comedy']",2018
Jojo Rabbit,7.995,10055,14000000,82468705,tt2584384,515001,"['Comedy', 'War', 'Drama']",2019
Joker,8.131,26974,55000000,1078958629,tt7286456,475557,"['Crime', 'Thriller', 'Drama']",2019
Joker: Folie à Deux,5.408,2671,190000000,207500287,tt11315808,889737,"['Drama', 'Crime', 'Thriller']",2024
Joy,6.551,4205,60000000,101134059,tt2446980,274479,"['Drama', 'Comedy']",2015
Judas and the Black Messiah,7.311,1635,26000000,6416063,tt9784798,583406,"['Drama', 'History']",2021
Jujutsu Kaisen 0,8.121,1578,0,195870885,tt14331144,810693,"['Animation', 'Action', 'Fantasy']",2021
Jumanji: The Next Level,6.9,9073,125000000,801693929,tt7975244,512200,"['Adventure', 'Comedy', 'Fantasy']",2019
Jumanji: Welcome to the Jungle,6.819,14127,90000000,995339117,tt2283362,353486,"['Adventure', 'Comedy', 'Fantasy', 'Action', 'Family']",2017
Jungle Cruise,7.323,5959,200000000,220889446,tt0870154,451048,"['Fantasy', 'Adventure']",2021
Jupiter Ascending,5.459,6930,176000000,184000000,tt1617661,76757,"['Science Fiction', 'Fantasy', 'Action']",2015
Jurassic World,6.699,21101,150000000,1671537444,tt0369610,135397,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2015
Jurassic World Dominion,6.631,6732,583900000,1004004592,tt8041270,507086,"['Adventure', 'Action', 'Science Fiction']",2022
Jurassic World: Fallen Kingdom,6.5,12391,170000000,1310469037,tt4881806,351286,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2018
Juror #2,6.87,2198,30000000,21418477,tt27403986,1106739,"['Drama', 'Thriller']",2024
Just Mercy,7.856,2396,25000000,50401502,tt4916630,522212,"['Drama', 'Crime', 'History']",2019
Justice League,6.075,13375,300000000,661326987,tt0974015,141052,"['Action', 'Adventure', 'Science Fiction']",2017
Justice League Dark: Apokolips War,8.212,1522,0,0,tt11079148,618344,"['Animation', 'Action', 'Adventure', 'Fantasy']",2020
Kandahar,6.808,1162,30000000,9400000,tt5761544,717930,"['Action', 'Thriller', 'War']",2023
Kate,6.636,1625,25000000,0,tt7737528,597891,"['Action', 'Thriller']",2021
Killers of the Flower Moon,7.4,3833,200000000,158722599,tt5537002,466420,"['Crime', 'History', 'Drama']",2023
Kinds of Kindness,6.48,1123,15000000,16398509,tt22408160,1029955,"['Drama', 'Comedy']",2024
King Arthur: Legend of the Sword,6.549,5896,175000000,149175066,tt1972591,274857,"['Action', 'Drama', 'Fantasy']",2017
King Richard,7.616,2701,50000000,39400000,tt9620288,614917,"['Drama', 'History']",2021
Kingdom of the Planet of the Apes,7.057,3960,160000000,397378150,tt11389872,653346,"['Science Fiction', 'Adventure', 'Action']",2024
Kingsman: The Golden Circle,6.952,10826,104000000,410902662,tt4649466,343668,"['Action', 'Adventure', 'Comedy', 'Crime']",2017
Kingsman: The Secret Service,7.622,17388,81000000,414351546,tt2802144,207703,"['Crime', 'Comedy', 'Action', 'Adventure']",2015
Klaus,8.23,4393,0,0,tt4729430,508965,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",2019
Knights of the Zodiac,6.3,1241,60000000,7000000,tt6528290,455476,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",2023
Knives Out,7.843,13229,40000000,312897920,tt8946378,546554,"['Comedy', 'Crime', 'Mystery']",2019
Knock Knock,5.392,3373,10000000,6341684,tt3605418,263472,"['Horror', 'Thriller']",2015
Knock at the Cabin,6.255,2936,20000000,54700000,tt15679400,631842,"['Horror', 'Mystery', 'Thriller']",2023
Kong: Skull Island,6.548,10862,185000000,566652812,tt3731562,293167,"['Action', 'Adventure', 'Fantasy']",2017
Krampus,6.192,2304,15000000,61800000,tt3850590,287903,"['Horror', 'Comedy', 'Fantasy']",2015
Kraven the Hunter,6.468,2092,130000000,62076533,tt8790086,539972,"['Action', 'Adventure', 'Thriller']",2024
Kubo and the Two Strings,7.631,3707,60000000,76249438,tt4302938,313297,"['Animation', 'Adventure', 'Family']",2016
Kung Fu Panda 3,6.919,6359,145000000,521170825,tt2267968,140300,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",2016
Kung Fu Panda 4,7.029,3275,80000000,548040835,tt21692408,1011985,"['Animation', 'Family', 'Action', 'Comedy', 'Adventure', 'Fantasy']",2024
La La Land,7.897,17624,30000000,509183536,tt3783958,313369,"['Comedy', 'Drama', 'Romance']",2016
Lady Bird,7.254,8822,10000000,79000000,tt4925292,391713,"['Drama', 'Comedy']",2017
Land of Bad,7.271,1360,18000000,7021101,tt19864802,969492,"['Action', 'War', 'Thriller']",2024
Last Christmas,7.218,2498,30000000,121600000,tt8623904,549053,"['Comedy', 'Romance']",2019
Last Night in Soho,7.283,3680,43000000,22957625,tt9639470,576845,"['Horror', 'Mystery']",2021
Late Night with the Devil,7.11,1865,2000000,15469415,tt14966898,938614,['Horror'],2024
Leave the World Behind,6.377,2973,0,0,tt12747748,726209,"['Drama', 'Mystery', 'Thriller']",2023
Legend,7.054,4112,25000000,42972994,tt3569230,276907,"['Crime', 'Thriller']",2015
Leo,7.392,1282,0,0,tt5755238,1075794,"['Animation', 'Comedy', 'Family']",2023
Licorice Pizza,7.0,2495,40000000,33276075,tt11271038,718032,"['Drama', 'Comedy', 'Romance']",2021
Life,6.446,7688,58000000,100541806,tt5442430,395992,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2017
Life in a Year,8.241,1941,0,0,tt6598238,447362,"['Drama', 'Romance']",2020
Lift,6.4,1370,0,0,tt14371878,955916,"['Action', 'Comedy', 'Crime']",2024
Lights Out,6.365,4015,4900000,149368835,tt4786282,345911,['Horror'],2016
Lightyear,6.896,3657,200000000,226425420,tt10298810,718789,"['Animation', 'Science Fiction', 'Family', 'Adventure']",2022
Lion,8.042,6795,12000000,140312928,tt3741834,334543,['Drama'],2016
Little Women,7.86,6593,40000000,216600000,tt3281548,331482,"['Drama', 'Romance', 'History']",2019
Logan,7.82,19949,97000000,619021436,tt3315342,263115,"['Action', 'Drama', 'Science Fiction']",2017
Logan Lucky,6.73,3700,29000000,48453605,tt5439796,399170,"['Comedy', 'Crime', 'Action', 'Drama']",2017
London Has Fallen,6.2,4942,60000000,205754447,tt3300542,267860,"['Action', 'Thriller']",2016
Long Shot,6.719,2788,40000000,0,tt2139881,459992,"['Comedy', 'Romance']",2019
Longlegs,6.565,2326,10000000,127961936,tt23468450,1226578,"['Crime', 'Horror', 'Thriller']",2024
Love,6.45,2595,3000000,249083,tt3774694,292431,"['Drama', 'Romance']",2015
Love Hard,6.93,1547,0,0,tt10752004,734265,"['Comedy', 'Romance']",2021
Love Lies Bleeding,6.567,861,10000000,12778225,tt19637052,948549,"['Crime', 'Romance', 'Thriller', 'Drama']",2024
Love and Monsters,7.278,4275,30000000,1122066,tt2222042,590223,"['Comedy', 'Adventure', 'Science Fiction', 'Action']",2020
"Love, Simon",7.983,6164,17000000,66316289,tt5164432,449176,"['Comedy', 'Drama', 'Romance']",2018
Loving Vincent,7.991,2542,5500000,42187665,tt3262342,339877,"['Animation', 'Drama', 'Mystery', 'History']",2017
Luca,7.793,8726,200000000,51074773,tt12801262,508943,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",2021
Luck,7.749,1860,0,0,tt7214954,585511,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",2022
M3GAN,7.047,4555,12000000,181796517,tt8760708,536554,"['Science Fiction', 'Horror']",2022
Ma,5.818,2364,5000000,61220856,tt7958736,502416,"['Horror', 'Thriller']",2019
Ma Rainey's Black Bottom,6.651,1216,0,0,tt10514222,615667,"['Drama', 'Music']",2020
MaXXXine,6.322,1289,10000000,22057161,tt22048412,1023922,"['Horror', 'Thriller']",2024
Mad Max: Fury Road,7.627,23511,150000000,378858340,tt1392190,76341,"['Action', 'Adventure', 'Science Fiction']",2015
Madame Web,5.318,2387,80000000,100498764,tt11057302,634492,"['Action', 'Fantasy']",2024
Maleficent: Mistress of Evil,7.301,6331,185000000,491730089,tt4777008,420809,"['Family', 'Fantasy', 'Adventure']",2019
Malignant,6.758,2505,40000000,34891791,tt3811906,619778,"['Horror', 'Mystery']",2021
Mamma Mia! Here We Go Again,7.088,3494,75000000,395607854,tt6911608,458423,"['Comedy', 'Romance']",2018
Manchester by the Sea,7.548,6187,9000000,79000000,tt4034228,334541,['Drama'],2016
Mank,6.684,1712,25000000,122252,tt10618286,614560,"['Drama', 'History']",2020
Marriage Story,7.732,7211,18000000,333686,tt7653254,492188,['Drama'],2019
Mary Poppins Returns,6.509,3399,130000000,348807090,tt5028340,400650,"['Fantasy', 'Family', 'Comedy']",2018
Maze Runner: The Death Cure,7.093,8160,62000000,288175335,tt4500922,336843,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",2018
Maze Runner: The Scorch Trials,6.733,10767,61000000,312296056,tt4046784,294254,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",2015
Me Before You,7.925,12881,20000000,207945075,tt2674426,296096,"['Drama', 'Romance']",2016
Me and Earl and the Dying Girl,7.5,2675,0,0,tt2582496,308369,"['Drama', 'Comedy']",2015
Mechanic: Resurrection,6.03,3522,40000000,125729635,tt3522806,278924,"['Action', 'Crime', 'Thriller']",2016
Meg 2: The Trench,6.404,3776,129000000,384056482,tt9224104,615656,"['Action', 'Science Fiction', 'Horror']",2023
Megalopolis,5.2,902,120000000,14387154,tt10128846,592831,"['Science Fiction', 'Drama']",2024
Memory,6.746,1595,30000000,13900000,tt11827628,818397,"['Action', 'Thriller', 'Crime']",2022
Men in Black: International,5.9,5169,110000000,253890701,tt2283336,479455,"['Comedy', 'Science Fiction', 'Action', 'Adventure']",2019
Midnight Sun,7.812,3508,2800000,27365467,tt4799066,419478,"['Romance', 'Drama']",2018
Midsommar,7.153,7714,9000000,48498408,tt8772262,530385,"['Horror', 'Drama', 'Mystery']",2019
Midway,7.111,2599,100000000,127400000,tt6924650,522162,"['Action', 'War', 'History']",2019
Migration,7.4,2124,72000000,298776052,tt6495056,940551,"['Family', 'Comedy', 'Adventure', 'Animation']",2023
Mile 22,6.235,2318,35000000,66308758,tt4560436,347375,"['Action', 'Thriller']",2018
Miller's Girl,6.3,880,4000000,1430985,tt8310486,1026436,"['Thriller', 'Drama', 'Romance']",2024
Minari,7.341,1758,2000000,12900000,tt10633456,615643,['Drama'],2021
Minions,6.416,10879,74000000,1159457503,tt2293640,211672,"['Family', 'Animation', 'Adventure', 'Comedy']",2015
Minions: The Rise of Gru,7.285,3861,85000000,940203765,tt5113044,438148,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction', 'Fantasy']",2022
Miracle in Cell No. 7,8.256,4496,0,28000000,tt10431500,637920,['Drama'],2019
"Miraculous World: New York, United HeroeZ",8.098,1119,0,0,tt12816348,755812,"['Animation', 'TV Movie', 'Fantasy', 'Action']",2020
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,"['Fantasy', 'Adventure', 'Drama', 'Family']",2016
Missing,7.41,1188,7000000,45100756,tt10855768,768362,"['Drama', 'Mystery', 'Thriller']",2023
Mission: Impossible - Dead Reckoning Part One,7.519,4716,291000000,571125435,tt9603212,575264,"['Action', 'Thriller']",2023
Mission: Impossible - Fallout,7.4,8810,178000000,791658205,tt4912910,353081,"['Action', 'Adventure']",2018
Mission: Impossible - Rogue Nation,7.2,9385,150000000,682716636,tt2381249,177677,"['Action', 'Adventure']",2015
Moana,7.565,13382,150000000,690860472,tt3521164,277834,"['Adventure', 'Comedy', 'Family', 'Animation']",2016
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2024
Molly's Game,7.151,3886,30000000,59284015,tt4209788,396371,"['Drama', 'Crime']",2017
Money Heist: The Phenomenon,7.5,1080,0,0,tt12078990,689249,['Documentary'],2020
Money Monster,6.435,3066,27000000,93282604,tt2241351,303858,"['Thriller', 'Drama']",2016
Monkey Man,6.879,1253,10000000,35271631,tt9214772,560016,"['Action', 'Thriller']",2024
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,458576,"['Action', 'Fantasy', 'Adventure']",2020
Moonfall,6.265,3391,146000000,67319703,tt5834426,406759,"['Science Fiction', 'Adventure', 'Action']",2022
Moonlight,7.366,7317,4000000,65046687,tt4975722,376867,['Drama'],2016
Morbius,5.939,4632,75000000,167635712,tt5108870,526896,"['Action', 'Science Fiction', 'Fantasy']",2022
Mortal Engines,6.208,4920,100000000,83869818,tt1571234,428078,"['Adventure', 'Science Fiction']",2018
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,460465,"['Action', 'Fantasy', 'Adventure']",2021
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,664767,"['Animation', 'Action', 'Fantasy']",2020
Mortdecai,5.516,2704,60000000,47318560,tt3045616,210860,"['Comedy', 'Adventure']",2015
Mowgli: Legend of the Jungle,6.47,2545,175000000,0,tt2388771,407436,"['Adventure', 'Drama']",2018
